,ID,pmid,sen
213,21151025L4,21151025,"our data suggest that ner pathway activity transforms some of these lesions into other types of dna damage, which in turn are recognized and acted upon by the homologous recombination (hr) pathway."
214,21151025L5,21151025,hr pathway activity is in turn required for the recruitment of the c. elegans homolog of the yeast rad9 hus1 rad1 (9 1 1) complex and activation of downstream checkpoint kinases.
215,21151025L6,21151025,blocking either the ner or hr pathway abrogates checkpoint pathway activation and uv c induced apoptosis.
216,21151025L7,21151025,"our results show that, following uv c, multiple dna repair pathways can cooperate to signal to the apoptotic machinery to eliminate potentially hazardous cells."
217,9632776L0,9632776,"control elements of many genes are regulated by multiple activators working in concert to confer the maximal level of expression, but the mechanism of such synergy is not completely understood."
218,9632776L1,9632776,"the promoter of the human macrophage colony stimulating factor (m csf) receptor presents an excellent model with which we can study synergistic, tissue specific activation for two reasons."
219,9632776L2,9632776,"first, myeloid specific expression of the m csf receptor is regulated transcriptionally by three factors which are crucial for normal hematopoiesis: pu.1, aml1, and c/ebpalpha."
220,9632776L3,9632776,"second, these proteins interact in such a way as to demonstrate at least two examples of synergistic activation."
221,9632776L4,9632776,we have shown that aml1 and c/ebpalpha activate the m csf receptor promoter in a synergistic manner.
222,9632776L5,9632776,"as we report here, aml1 also synergizes, and interacts physically, with pu."
223,9632776L6,9632776,1. detailed analysis of the physical and functional interaction of aml1 with pu.1 and c/ebpalpha has revealed that the proteins contact one another through their dna binding domains and that aml1 exhibits cooperative dna binding with c/ebpalpha but not with pu.1.
224,9632776L7,9632776,"this difference in dna binding abilities may explain, in part, the differences observed in synergistic activation."
225,9632776L8,9632776,"furthermore, the activation domains of all three factors are required for synergistic activation, and the region of aml1 required for synergy with pu.1 is distinct from that required for synergy with c/ebpalpha."
226,9632776L9,9632776,"these observations present the possibility that synergistic activation is mediated by secondary proteins contacted through the activation domains of aml1, c/ebpalpha, and pu.1."
227,22747111L0,22747111,brassica plants accumulate selenium (se) especially in seeds when grown in soils laden with se.
228,22747111L1,22747111,"we report a chemical analysis of se in brassica seeds (canola, indian mustard, and white mustard) and in their hydraulically pressed seed meals, which are used as a se supplement in livestock animal feeds."
229,22747111L2,22747111,"complementary techniques were used to measure total se concentrations, to map the localization of se, and to quantify different se forms."
230,22747111L3,22747111,"seeds and hydraulically pressed seed meals contained an average of 1.8 and 2.0 μg se g( 1) dw, respectively."
231,22747111L4,22747111,selenium was primarily located in cotyledons and roots of seed embryos.
232,22747111L5,22747111,microfocused se k edge xanes and bulk xanes showed that seeds contained 90% of se as c se c forms.
233,22747111L6,22747111,"hydraulically pressing seeds for oil caused changes in the forms of se as follows: 40 55% c se c forms, 33 42% selenocystine, 5 12% selenocysteine, and 11 14% trimethylselenonium ion."
234,22747111L7,22747111,"aqueous extracts of seed and seed meals were also analyzed by sax hplc/icpms and found to contain mainly the c se c form semet, but also another c se c form mesecys, which is of dietary pharmacological interest for cancer inhibition."
235,22747111L8,22747111,"in addition, sax hplc/icpms also detected selenocystine and selenocysteine, further confirming the results obtained by xanes analyses."
236,20160844L0,20160844,"to test the hypothesis that a critical stenosis prevents delayed preconditioning against stunning, studies were conducted in pigs chronically instrumented with occluders and segment shortening crystals."
237,20160844L1,20160844,"in the setting of a critical stenosis, a preconditioning stimulus of repetitive brief occlusions resulted in infarction."
238,20160844L2,20160844,"thereafter, a single 10 minute occlusion was used as the preconditioning stimulus."
239,20160844L3,20160844,delayed preconditioning against stunning was documented on subsequent days by the deficit of function following brief repetitive occlusions.
240,20160844L4,20160844,"in contrast to experiments in the naïve heart, the deficit of function improved on the day after a single 10 minute occlusion (from 60+/ 14 to 24+/ 6 arbitrary units, p=0.003), and similar improvement occurred when reperfusion was performed through a critical stenosis (32+/ 6 units, p=0.02 vs. naïve and p=0.34 vs. no stenosis)."
241,20160844L5,20160844,"delayed preconditioning also reduced the frequency of ventricular fibrillation, and produced a 4 fold increase in both calcium dependent and calcium independent nos activity."
242,20160844L6,20160844,"thus, a critical stenosis did not prevent delayed preconditioning against stunning."
243,4066072L0,4066072,a radioimmunoassay using monoclonal antibodies (mab) against 0(6) medguo and 0(6) etdguo enabled the presence of these dna adducts to be detected in human tissues.
244,4066072L1,4066072,with this methodology and with 1 mg of hydrolysed dna it is possible to detect approximately 25 fmol 0(6) medguo or 12.5 fmol 0(6) etdguo per mg dna.
245,4066072L2,4066072,the analysis comprised a total of 37 human tissue specimens derived from patients who underwent surgery for cancer of the oesophagus in linxian county (people's republic of china); for comparison 12 tissue samples obtained from hospitals in europe were similarly analysed.
246,4066072L3,4066072,"seventeen samples from linxian county showed a level of 0(6) medguo ranging from 15 to 50 fmol/mg dna, 10 showed higher levels up to 160 fmol/mg dna, and the remaining 10 samples were below the limit of detection."
247,4066072L4,4066072,"all the tissue samples from europe showed levels below 45 fmol 0(6) medguo/mg dna, 7 being below the limit of detection."
248,4066072L5,4066072,no 0(6) etdguo was detected in any of the samples.
249,4066072L6,4066072,0(6) alkylguanine dna alkyltransferase activity observed in tissue extracts from linxian county ranged from 190 to 326 fmol (mean values) of 0(6) medguo removed per mg protein and lower values were obtained for the removal of 0(6) etdguo.
250,4066072L7,4066072,"the findings obtained using this approach appear promising in assessing the role of alkylating agents, e.g."
251,4066072L8,4066072,"nitrosamines, in the aetiology of human cancer."
252,12429948L0,12429948,cell cycle regulated protein ubiquitination and degradation within subcellular domains may be essential for the normal progression of mitosis.
