,meshid,name
2852,D09.853.875.500,glycerol
2853,D02.033.455,glycols
2854,D02.033.455.706,propylene_glycols
2855,D09.853.813,sorbitol
2856,D27.720.877,surface-active_agents
2857,D08.811.277.656.300.200,cysteine_endopeptidases
2858,D12.776.947.500,ubiquitin
2859,D12.776.476.450.835,p38_mitogen-activated_protein_kinases
2860,B01.300.381.081.450,aspergillus_niger
2861,C14.280.238,cardiomyopathies
2862,B01.050.150.900.649.313.992.635.300,gerbillinae
2863,D09.698.365.272.400,iron-dextran_complex
2864,D03.633.100.759.160,allopurinol
2865,D09.947.750,disaccharides
2866,D01.248,electrolytes
2867,C23.888.119.565,hypothermia
2868,unknown,induced
2869,E01.370.372.460,liver_function_tests
2870,D09.853.609,mannitol
2871,E05.760.833.660,organ_preservation
2872,D26.776.675,organ_preservation_solutions
2873,D09.698.629.802.700,raffinose
2874,unknown,miniature
2875,D23.767.405.650.500,flavin_mononucleotide
2876,D08.811.682.608.800.500,nad(p)h_dehydrogenase_(quinone)
2877,D08.811.682.608.800,quinone_reductases
2878,D12.776.930.710,pou_domain_factors
2879,unknown,cholinergic
2880,unknown,nicotinic
2881,D12.776.930.710.625,transcription_factor_brn-3
2882,D12.776.930.710.625.750,transcription_factor_brn-3b
2883,D12.776.930.710.625.875,transcription_factor_brn-3c
2884,N06.850.520.830.150.500,multivariate_analysis
2885,G16.075,biological_evolution
2886,B01.050.150.900.248,birds
2887,B01.050.150.900.649,mammals
2888,G07.650,organ_specificity
2889,D01.875.800.800.850.150,copper_sulfate
2890,A16.378.149,amniotic_fluid
2891,G12.186,blood_group_incompatibility
2892,C23.888.852.079.594,fetal_hypoxia
2893,C13.703,pregnancy_complications
2894,unknown,pregnancy_trimester
2895,unknown,first
2896,unknown,second
2897,unknown,third
2898,unknown,prolonged
2899,E01.370.378.630,prenatal_diagnosis
2900,D23.050.705.230.775,rh-hr_blood-group_system
2901,A08.186.211.132.659,mesencephalon
2902,D12.776.930.823,sox_transcription_factors
2903,D12.776.930.823.200,soxb2_transcription_factors
2904,G03.040.052,acetylation
2905,G05.308.095,chromatin_assembly_and_disassembly
2906,D12.776.377.715.548.705.500.370,immunoglobulin_epsilon-chains
2907,D23.529.374.465.186,interleukin-4
2908,D08.811.682.690.416.388,jumonji_domain-containing_histone_demethylases
2909,D12.776.664.962.829.282,ptb-associated_splicing_factor
2910,D12.776.930.840.600,stat6_transcription_factor
2911,D09.067.342.531.050,acetylglucosamine
2912,D09.947.875.359.377,galactose
2913,D12.776.476.300.500,glycogen_synthase_kinase_3
2914,D12.776.476.300,glycogen_synthase_kinases
2915,A11.284.835.514.700,nuclear_envelope
2916,D12.776.543.585.750.625,nuclear_pore_complex_proteins
2917,D12.776.765.678.968,wheat_germ_agglutinins
2918,unknown,nadh
2919,unknown,nadph_oxidoreductases
2920,D04.615.638.721,naphthoquinones
2921,B03.510.460.400.400.600.600,propionibacterium
2922,D12.776.556.579.374.375.141.500,succinate_dehydrogenase
2923,B01.050.500.308.237,anthozoa
2924,D02.442.288,hydrazones
2925,D02.033.623,methanol
2926,unknown,infrared
2927,G03.105,biocatalysis
2928,D08.811.682.047.210,galactose_oxidase
2929,C16.320.700.642,wilms_tumor
2930,A05.810.453.736.520,kidney_glomerulus
2931,E07.710.520,lasers
2932,E05.591.560,microdissection
2933,E05.200.750.600.530,microtomy
2934,E05.200.750.600.720.610,paraffin_embedding
2935,A07.231.908.713,pulmonary_veins
2936,E05.200.750.600.760.720,tissue_fixation
2937,A16.378.693.641,umbilical_arteries
2938,A12.200.087,bile
2939,C23.888.277,edema
2940,E04.936.932,warm_ischemia
2941,D08.811.682.657.350.750,ketoglutarate_dehydrogenase_complex
2942,D08.811.682.657.350,ketone_oxidoreductases
2943,D12.776.664.235.700,methyl-cpg-binding_protein_2
2944,D12.776.930.930.875.562,transcription_factor_tfiib
2945,D12.776.543.550.418.130,cd55_antigens
2946,D12.776.543.550.418.140,cd59_antigens
2947,A11.251.353,clone_cells
2948,D10.570.755.375.760.400.942.250,glycosylphosphatidylinositols
2949,C23.888.942.750.634,hemoglobinuria
2950,unknown,paroxysmal
2951,B01.050.500.131.617.720.500.500.750.642.470,houseflies
2952,D27.505.696.477,immunologic_factors
2953,G07.345.500.550.500.500,larva
2954,C04.619.857.656,sarcoma_180
2955,A18.024.249.500,flowers
2956,D12.776.930.397,mads_domain_proteins
2957,A18.400.500,meristem
2958,B01.650.940.800.575.912.250.822,poaceae
2959,G05.700.131.500.500,chromosome_deletion
2960,B04.613.204.670.615.700,simian_virus_40
2961,unknown,thin_layer
2962,B03.510,gram-positive_bacteria
2963,D10.627,oils
2964,unknown,medicinal
2965,D02.886.640,sulfoxides
2966,C18.654.521.500.133.841,vitamin_e_deficiency
2967,D03.633.100.150.909.750.249,alpha-tocopherol
2968,A03.556.249.249.070,anal_canal
2969,A17.815.250,epidermis
2970,D06.472.445.573,insect_hormones
2971,A10.755,nerve_tissue
2972,B04.715,plant_viruses
2973,C02,virus_diseases
2974,D23.469.050.050.050,angiotensin_ii
2975,D02.078.370,guanidines
2976,E05.393.475,in_situ_nick-end_labeling
2977,unknown,inbred_shr
2978,D12.776.543.585.937.828.500,sodium-hydrogen_exchanger_1
2979,D12.776.543.585.937.828,sodium-hydrogen_exchangers
2980,D02.886.590,sulfones
2981,A11.284.295,extracellular_space
2982,A11.436.329,granulosa_cells
2983,B04.280.030,adenoviridae
2984,G05.360.340.024.340.137.750.680.850,tata_box
2985,D12.776.930.930.875.750.500,tata-box_binding_protein
2986,D23.529.390,endothelial_growth_factors
2987,D23.529.374.480,lymphokines
2988,B04.820.650,retroviridae
2989,D23.529.100.800,vascular_endothelial_growth_factors
2990,G02.020,adsorption
2991,D27.720.799.018,anticarcinogenic_agents
2992,D02.455.426.559.389.657.410,hydroxybenzoates
2993,D12.776.664.962.437,iron_regulatory_protein_2
2994,unknown,pulmonary_disease
2995,unknown,chronic_obstructive
2996,F01.145.805,smoking
2997,F03.900.912,tobacco_use_disorder
2998,Z01.058,africa
2999,B01.650.940.800.575.912.250.859.937,rosales
3000,B01.650.915,trees
3001,D02.715.715,trimethylsilyl_compounds
3002,D08.811.682.657.180,formate_dehydrogenases
3003,D08.811.682.400,hydrogenase
3004,D12.776.835.700.350.700,peptide_elongation_factor_tu
3005,unknown,transfer
3006,D12.125.166.230.700,selenocysteine
3007,M01.526.625,military_personnel
3008,F03.675,personality_disorders
3009,F01.145.126.980.750,self_mutilation
3010,D10.351.801,triglycerides
3011,G11.561.570.100,action_potentials
3012,A02.633.567.900.300,diaphragm
3013,E01.370.530.255,electromyography
3014,C23.888.592.608.612,muscular_atrophy
3015,C23.550.737,nerve_degeneration
3016,A08.800.800.720.150.700,phrenic_nerve
3017,A08.186.211.132.772.646,respiratory_center
3018,C08.618.846,respiratory_insufficiency
3019,D27.505.696.577.050.200.200,adrenergic_beta-antagonists
3020,D12.776.930.780.625,co-repressor_proteins
3021,D08.811.682.662.582.475,histone_demethylases
3022,N03.219.151,costs_and_cost_analysis
3023,D09.894.417.448,glucosephosphates
3024,unknown,reagent_kits
3025,unknown,diagnostic
3026,N03.219,economics
3027,D03.633.100.759.758.824.751,theophylline
3028,D08.811.277.450.420.200.200,cellulase
3029,B03.660.250.150.542.120,pectobacterium_carotovorum
3030,D08.811.520.241.700,polysaccharide-lyases
3031,B01.650.940.800.575.912.250.905.725.777,solanum_tuberosum
3032,C08.785.520.100.220.750,small_cell_lung_carcinoma
3033,E04.292.413,cardiopulmonary_bypass
3034,E04.928.220.520.220,coronary_artery_bypass
3035,C18.452.394.984,hypoglycemia
3036,N02.421.585.753.374,intraoperative_period
3037,C23.550.767,postoperative_complications
3038,D12.776.631.655,s100_proteins
3039,D23.529.942.775.100,transforming_growth_factor_beta1
3040,A04.411.715,pulmonary_alveoli
3041,G09.772,respiratory_physiological_phenomena
3042,G09.330.380.124,cardiac_output
3043,E05.333.250,exercise_test
3044,G09.772.705.700,respiratory_mechanics
3045,D02.047.064,acetaldehyde
3046,F03.900.100.350,alcoholism
3047,D26.878,street_drugs
3048,F03.900,substance-related_disorders
3049,A08.186.211.730.885.287.500.345.200,dentate_gyrus
3050,E05.591.570,microinjections
3051,D08.811.682.664.500.772.249,nitric_oxide_synthase_type_i
3052,E01.370.600.550.324,pain_measurement
3053,G11.561.677,reaction_time
3054,E05.873,stereotaxic_techniques
3055,unknown,psychological
3056,Z01.542.816.186,finland
3057,N06.850.520.450.500.750.500,longitudinal_studies
3058,D02.886.250,isothiocyanates
3059,D02.886.728,thiocyanates
3060,C26.103,asphyxia
3061,unknown,intraventricular
3062,A08.186.211.730,prosencephalon
3063,A20.374,bacterial_chromatophores
3064,D12.776.752.812.249,bacteriorhodopsins
3065,D12.776.543.550.527.750,lysosomal-associated_membrane_protein_2
3066,D12.776.543.550.527,lysosome-associated_membrane_glycoproteins
3067,D08.211.090,biopterin
3068,G04.366.500,tumor_microenvironment
3069,D12.776.476.525.500,ras_proteins
3070,I03.450.642.845.054.600,physical_endurance
3071,I03.450.642.845.610,running
3072,C19.874.397,hyperthyroidism
3073,E05.601.470.380,immunosorbent_techniques
3074,D12.776.556.579.374.375.140.500,nadh_dehydrogenase
3075,D02.691.088.047,arsenites
3076,G07.690.773.968.477,drug_synergism
3077,D01.496.749.305.800,radon
3078,D01.857,sodium_compounds
3079,D12.776.543.695.054,antimicrobial_cationic_peptides
3080,A13.453,hemolymph
3081,B01.050.500.131.617.720.500.500.937.650.525,manduca
3082,D23.101.140.780,pancreatitis-associated_proteins
3083,D08.811.277.656.959.350,serine_endopeptidases
3084,D12.776.543.750.705.675.784,platelet_glycoprotein_gpiib-iiia_complex
3085,D12.776.476.325.300.099,rho_guanine_nucleotide_exchange_factors
3086,D08.811.913.696.620.682.725.800,src-family_kinases
3087,D12.776.124,blood_proteins
3088,unknown,omega-3
3089,unknown,omega-6
3090,D10.627.430,fish_oils
3091,unknown,inbred_c3h
3092,C23.550.727.650,neoplasm_metastasis
3093,J02.500.375.400.700,safflower_oil
3094,C13.703.395.249,pre-eclampsia
3095,B02.200.400.400.410,halobacterium
3096,E05.478.610,immunosuppression
3097,D12.776.543.750.705.852.420.320.500,interleukin-2_receptor_alpha_subunit
3098,G12.900,tumor_escape
3099,C20.683.780.650,multiple_myeloma
3100,D12.776.930.900.700,zinc_finger_protein_gli1
3101,D27.505.954.502.543,hematinics
3102,B01.050.150.900.833.672.125.937.240.375,bothrops
3103,D23.946.833.850.960.200,crotalid_venoms
3104,D12.644.138,disintegrins
3105,A14.549.760,salivary_glands
3106,I01.320,forecasting
3107,D23.469.050.175.450.415,leukotriene_b4
3108,D23.469.050.175.450,leukotrienes
3109,D27.505.519.389.480,lipoxygenase_inhibitors
3110,C18.654.521.500.133.115,ascorbic_acid_deficiency
3111,D08.811.682.047.150.700.437,l-gulonolactone_oxidase
3112,D08.811.682.047.150.700,sugar_alcohol_dehydrogenases
3113,L01.313.124,computational_biology
3114,A03.556,gastrointestinal_tract
3115,D08.811.739.500,integrases
3116,D13.444.735.790.552.500,micrornas
3117,unknown,smooth_muscle
3118,D12.776.930.397.875,serum_response_factor
3119,D12.776.930.720.600.100,ets-domain_protein_elk-1
3120,D12.776.660.650.875.750,lamin_type_b
3121,D12.776.660.650.875,lamins
3122,D04.210.500.745.432.769.795.539,methylprednisolone
3123,G05.360.160.180.625,nucleosomes
3124,E04.936.225.687.500,hematopoietic_stem_cell_transplantation
3125,C23.550.513,ischemia
3126,C11.768,retinal_diseases
3127,B01.300.381.081.420,aspergillus_nidulans
3128,M01.620.630,mothers
3129,D08.811.682.660.350,dihydrouracil_dehydrogenase_(nadp)
3130,E02.319.283,drug_administration_schedule
3131,D13.570.685.852.300.350,floxuridine
3132,B03.660.075.090.344.050,alcaligenes
3133,D02.540,lactones
3134,D03.633.300.741.198,chlorpromazine
3135,D27.505.519.389.616,monoamine_oxidase_inhibitors
3136,D02.092.471.683,phenethylamines
3137,unknown,fusion
3138,D12.776.947.500.500,polyubiquitin
3139,D12.776.934.500,promyelocytic_leukemia_protein
3140,D23.529.850.100,brain-derived_neurotrophic_factor
3141,D12.776.930.977.249.250,forkhead_box_protein_o1
3142,D12.776.930.977.249.125,forkhead_box_protein_o3
3143,D23.529.850.437,nerve_growth_factor
3144,D23.529.850,nerve_growth_factors
3145,D23.529.850.775,neurotrophin_3
3146,unknown,trka
3147,C16.320.180.260,down_syndrome
3148,D02.640.529.240.280,dinitrofluorobenzene
3149,A16.094,blastomeres
3150,D06.472.040,adrenal_cortex_hormones
3151,D08.811.277.352.100.680.750.937.625.249,group_iv_phospholipases_a2
3152,D27.505.519.389.737,phospholipase_a2_inhibitors
3153,unknown,calcium-independent
3154,B04.280.650,poxviridae
3155,D12.776.964.900,viral_nonstructural_proteins
3156,D12.776.964,viral_proteins
3157,A11.251.600.485,hybridomas
3158,D12.776.624.664.700.180,proto-oncogene_proteins_c-fyn
3159,unknown,receptor-cd3_complex
3160,unknown,papillary
3161,D12.776.157.325,gtp-binding_proteins
3162,D27.720.470.530.600.650,oligonucleotide_probes
3163,D12.776.476.525.700.300,rhob_gtp-binding_protein
3164,B03.660.050.750.600.125,paracoccus_denitrificans
3165,A10.615.179,basement_membrane
3166,D12.776.543.268.500,dystroglycans
3167,D12.776.860.300.675,laminin
3168,D12.776.930.125.750.595,myogenic_regulatory_factor_5
3169,C23.888.592.350.300,dystonia
3170,I01.880.853.150,family
3171,D08.811.682.664.500,amino_acid_oxidoreductases
3172,D02.691.550.200,ferrous_compounds
3173,B01.650.940.800.575.912.250.859.937.500.444,malus
3174,D12.776.631.650.937.100,arginine_vasopressin
3175,G05.193,dna_cleavage
3176,D03.633.100.857,quinoxalines
3177,unknown,tirapazamine
3178,D03.383.931,triazines
3179,unknown,antibody
3180,D08.811.277.656.300.200.096,bromelains
3181,unknown,hemagglutinin_glycoproteins
3182,unknown,influenza_virus
3183,D27.505.696.477.136.377,hemagglutinins
3184,G04.575,membrane_fusion
3185,D12.776.964.970.880,viral_envelope_proteins
3186,D08.811.399.475,intramolecular_oxidoreductases
3187,B04.613.204.655,papillomaviridae
3188,C12.758.409.500,penile_neoplasms
3189,D08.811.399.475.600,prostaglandin-e_synthases
3190,unknown,operator_regions
3191,D12.776.964.925,viral_regulatory_and_accessory_proteins
3192,D01.875.750.200,dithionite
3193,C18.452.648.595.554.825.400,gaucher_disease
3194,D03.633.100.150.446.912.531,hymecromone
3195,D02.886.489.409,mercaptoethanol
3196,D09.811.779,tartrates
3197,G02.111.044,allosteric_regulation
3198,D04.615.638.960,tetrahydronaphthalenes
3199,D12.776.521.120.400.875,apolipoprotein_c-iii
3200,D12.776.521.120.400,apolipoproteins_c
3201,D12.776.930.375.750.249,sp1_transcription_factor
3202,A11.251.210.190.630,mcf-7_cells
3203,D27.505.696.577.050.100.200,adrenergic_beta-agonists
3204,E05.723.402,electric_stimulation
3205,C18.452.625,metabolic_syndrome
3206,unknown,adrenergic
3207,unknown,beta
3208,B01.650.940.800.575.912.125,ginkgo_biloba
3209,N01.824,socioeconomic_factors
3210,C23.888.592.763.393.670,tinnitus
3211,D12.776.422.316.762.687,oxyhemoglobins
3212,D12.125.119.409.525,pemetrexed
3213,D08.811.913.555.500.862,thymidylate_synthase
3214,D12.776.476.075.358,card_signaling_adaptor_proteins
3215,D12.776.476.075.405.550.100,caspase_1
3216,D05.500.224,inflammasomes
3217,D23.529.374.465.518,interleukin-18
3218,D12.644.360.539,nlr_proteins
3219,G11.427.410.568.850.500,chemotaxis
3220,unknown,leukocyte
3221,D09.894.417,hexosephosphates
3222,D03.383.129.708.346,levamisole
3223,D12.125.166.676.450,n-formylmethionine
3224,D23.125.685,n-formylmethionine_leucyl-phenylalanine
3225,Z01.542.846,spain
3226,B03.660.050.730.024,agrobacterium
3227,D08.811.682.608.550,nadph_dehydrogenase
3228,unknown,quaternary
3229,D12.776.124.486.274.350,complement_c4
3230,D12.776.124.486.274.920,complement_inactivator_proteins
3231,A16.378.200,fetal_blood
3232,D23.113.700,protein_c
3233,D23.113.725,protein_s
3234,D27.505.954.427.040,analgesics
3235,unknown,opioid
3236,C23.888.592.763.770.400,hyperalgesia
3237,unknown,ampa
3238,unknown,remifentanil
3239,B01.300.930.705,saccharomyces
3240,unknown,differential_scanning
3241,L01.224.800.625,fourier_analysis
3242,B01.650.940.800.575.912.250.401.750,soybeans
3243,D12.125.166.230.259,acetylcysteine
3244,D27.505.954.427.080,anticonvulsants
3245,D02.241.081.251,carbamates
3246,C10.228.140.490,epilepsy
3247,unknown,felbamate
3248,D02.241.081.251.583,phenylcarbamates
3249,E05.484.650,radioisotope_dilution_technique
3250,C07.793.720.210,dental_caries
3251,A14.549.167.900.255,dental_enamel
3252,A14.549.167.900.280,dentin
3253,C07.465.714.354.625,gingival_recession
3254,E01.370.600,physical_examination
3255,C07.793.818.124,tooth_abrasion
3256,C07.793.818.500,tooth_erosion
3257,D02.640.529.175,chloramphenicol
3258,A12.200.503,mucus
3259,C13.351.968.892,urinary_tract_infections
3260,D12.776.045,amphibian_proteins
3261,D23.946.833.033,amphibian_venoms
3262,G05.360.325.640,peptide_library
3263,D08.811.277.352,esterases
3264,D08.811.277.656.959.350.787.805,subtilisin
3265,D12.776.124.050,acute-phase_proteins
3266,G12.450.050.500,immunologic_memory
3267,C20.673.627,lymphopenia
3268,D23.101.100.900.131,platelet_endothelial_cell_adhesion_molecule-1
3269,A15.382.490.555.567.569.500,t-lymphocyte_subsets
3270,A07.231.114.891.525,mammary_arteries
3271,C25.723.260,chemical_and_drug_induced_liver_injury
3272,D12.776.422.220.453.491.368,cytochrome_p-450_cyp2d6
3273,D10.289.510.500.802,tramadol
3274,G04.468.160,cell_degranulation
3275,D08.811.277.656.959.350.103,chymases
3276,G10.261.360,gastrointestinal_motility
3277,A15.382.652,mast_cells
3278,C23.550.470.790.500,sepsis
3279,D27.505.519.389.745.800.900,trypsin_inhibitors
3280,C23.550.835,shock
3281,unknown,traumatic
3282,D27.505.519.389.745.325.500,caspase_inhibitors
3283,B03.660.250.150.710.160,salmonella_enterica
3284,B03.660.250.150.710.160.760,salmonella_typhimurium
3285,B03.660.250.550.170.500,aggregatibacter_actinomycetemcomitans
3286,D12.776.543.940.200.400,claudin-4
3287,D23.529.382.500,epidermal_growth_factor
3288,D12.776.543.750.750.400.074,erbb_receptors
3289,D03.633.100.786,quinazolines
3290,D09.698.068,alginates
3291,D09.811.922.162.500,glucuronic_acid
3292,D09.811.922.400,hexuronic_acids
3293,G02.750,polymerization
3294,unknown,fourier_transform_infrared
3295,D27.505.696.422.500,dipeptidyl-peptidase_iv_inhibitors
3296,D06.472.317.469.500.500,glucagon-like_peptide_1
3297,D12.776.543.750.750.360.100.500,glucagon-like_peptide-1_receptor
3298,unknown,renal
3299,C13.351.968.419.570,nephritis
3300,D03.383.679,pyrazines
3301,D03.383.679.875,sitagliptin_phosphate
3302,E05.200.124.100,blood_chemical_analysis
3303,D27.888.723.491,insecticides
3304,N06.850.460.790,water_pollution
3305,D23.469.050.300,histamine
3306,C01.539,infection
3307,D12.776.377.715.548.705.500,immunoglobulin_heavy_chains
3308,G02.111.570.060.425,immunoglobulin_variable_region
3309,D08.811.913.696.630.700,phosphoglycerate_kinase
3310,D08.811.277.656.675.555.700,leucyl_aminopeptidase
3311,D03.383.129.617.700,tetrazolium_salts
3312,D23.946.833.033.137,bombesin
3313,D27.505.696.577,neurotransmitter_agents
3314,C12.758.409.750,prostatic_neoplasms
3315,unknown,glucocorticoid
3316,D12.776.664.962.829.500,serine-arginine_splicing_factors
3317,B03.510.550.737.872.800,streptococcus_thermophilus
3318,D02.886.645.600.080.900,trinitrobenzenesulfonic_acid
3319,C04.557.580.625.600.380.290,ependymoma
3320,D12.776.930.710.500.200,octamer_transcription_factor-2
3321,C04.557.580.625.600.380.590,oligodendroglioma
3322,D08.811.464.259.850.400,glutamate-cysteine_ligase
3323,D12.776.476.250.451,cyclin-dependent_kinase_4
3324,D08.811.277.450.329,disaccharidases
3325,E05.478.605.492.350.350,immunoelectrophoresis
3326,D08.811.277.450.625,mannosidases
3327,D02.455.426.559.389.657.050,aminophenols
3328,J01.897.120.100,biomimetics
3329,D02.455.426.559.389.657.166,catechols
3330,D02,organic_chemicals
3331,D02.691,organometallic_compounds
3332,C14.907.940.090,arteritis
3333,D08.811.277.656.300.200.120,calpain
3334,J02.500.428.626,milk_proteins
3335,unknown,ccr2
3336,N06.850.490.250.550,maternal_age
3337,D01.625.400.100.350,ferrocyanides
3338,D02.455.426.559.389.657.446,indophenol
3339,unknown,coated_materials
3340,unknown,biocompatible
3341,E07.695.400,joint_prosthesis
3342,C04.557.450.795.620,osteosarcoma
3343,D02.715.625,silanes
3344,D01.552.547.800,titanium
3345,B01.300.381.910,trichoderma
3346,D08.811.913.696.650.550.200,nm23_nucleoside_diphosphate_kinases
3347,D08.811.913.696.650.550,nucleoside-diphosphate_kinase
3348,D23.529.374.750.124,cd40_ligand
3349,unknown,aryl_hydrocarbon
3350,D12.776.624.776.355.700,cyclin-dependent_kinase_inhibitor_p57
3351,C07.465.565,mouth_neoplasms
3352,J01.637.051.720,polymers
3353,F03.900.225,amphetamine-related_disorders
3354,D27.505.954.427.220,central_nervous_system_stimulants
3355,A08.186.211.730.885.287.249.487,corpus_striatum
3356,A11.671.358,interneurons
3357,D02.092.471.683.152.619,methamphetamine
3358,A08.612,neural_pathways
3359,D27.888.569.504,neurotoxins
3360,D13.695.827.068.124,adenosine_diphosphate
3361,D01.496.749.460,indium_radioisotopes
3362,D23.119.985,von_willebrand_factor
3363,C19.391.482,hypogonadism
3364,D02.092.311.461,epinephrine
3365,D27.720.832.500,chelating_agents
3366,D02.241.081.018.269,egtazic_acid
3367,D12.776.930.125.750.590,myod_protein
3368,D12.776.930.125.750.600,myogenin
3369,D12.776.930.780.625.374,nuclear_receptor_co-repressor_1
3370,unknown,18s
3371,D02.640.529,nitrobenzenes
3372,D02.455.426.559.389.140,benzyl_compounds
3373,G02.216,energy_transfer
3374,D12.776.543.695.444,hemolysin_proteins
3375,D27.720.470.530,molecular_probes
3376,D12.125.166.676.900,selenomethionine
3377,A11.284.430.214.190.875.190.190.207,chromaffin_granules
3378,A06.224,chromaffin_system
3379,D23.469.050.650,serotonin
3380,C26.120.126,blast_injuries
3381,unknown,respiratory_distress_syndrome
3382,D12.776.930.216,erythroid-specific_dna-binding_factors
3383,D12.776.930.314.100,gata1_transcription_factor
3384,D12.776.930.720.400,proto-oncogene_protein_c-fli-1
3385,Z01.107.757.176,brazil
3386,J01.576.423.850.100,food_analysis
3387,N06.850.601.750,nutritive_value
3388,A08.186.211.730.317.357.352.953,ventromedial_hypothalamic_nucleus
3389,D02.092.146.113.092.040,acetaminophen
3390,C25.100,drug-related_side_effects_and_adverse_reactions
3391,A11.436.348,hepatocytes
3392,E02.880.690.490,hyperbaric_oxygenation
3393,D13.695.740.246.425,deoxycytosine_nucleotides
3394,D01.552.544.812,silver
3395,D12.125.427.300,glutamic_acid
3396,F01.700.625,memory_disorders
3397,A11.671.514.553,myelin_sheath
3398,A11.671.501,nerve_fibers
3399,unknown,myelinated
3400,A11.650.600,oligodendroglia
3401,D12.776.543.696.500,presenilin-1
3402,D23.469.700.630.500,"15-hydroxy-11_alpha,9_alpha-(epoxymethano)prosta-5,13-dienoic_acid"
3403,D27.720.799.080,cardiotonic_agents
3404,D04.210.500.365.415,estrenes
3405,D23.050.301.350.700.775,p-selectin
3406,unknown,resveratrol
3407,D02.455.426.559.389.150.700,stilbenes
3408,D27.888.569.468,mutagens
3409,D01.268.150,carbon
3410,D20.633.937.339,soot
3411,D01.975.975,zinc_oxide
3412,D12.776.631.650.405.935.531.500,adrenocorticotropic_hormone
3413,E05.478.605.160,chromatin_immunoprecipitation
3414,D08.811.277.087.520,histone_deacetylases
3415,D08.811.277.352.650.625,phosphoprotein_phosphatases
3416,unknown,melanocortin
3417,D12.776.826.925,steroidogenic_factor_1
3418,B03.660.150.280.550,helicobacter_pylori
3419,D08.811.520.650,phosphorus-oxygen_lyases
3420,D23.704.500.071,brassinosteroids
3421,G16.500.750.775.154,droughts
3422,G05.365.590.538,loss_of_function_mutation
3423,D04.615.486,indenes
3424,N06.850.505.400.425.837,quality_of_life
3425,D08.811.913.200.825,transketolase
3426,C10.228.614,meningitis
3427,D08.811.277.656.675,metalloproteases
3428,E05.200.875.150,bacteriological_techniques
3429,B03.660.250.550.290.330,haemophilus_influenzae
3430,D23.767.727.640.587.462,hemin
3431,D08.811.277.087.180,beta-lactamases
3432,D12.776.543.585.450.250,cation_transport_proteins
3433,G05.360.340,genome
3434,D23.529.024.500,leptin
3435,unknown,beta-3
3436,D12.776.575.750.688.500,uncoupling_protein_1
3437,D12.776.575.750.688.875,uncoupling_protein_3
3438,D02.455.326.397,alkynes
3439,D01.875.800.800.850.050,ammonium_sulfate
3440,B01.268.475.868.110.350,crithidia_fasciculata
3441,D12.125.481,glycine
3442,D12.125.072.329.539,methylhistidines
3443,D02.455.426.559.389.140.210.650,pargyline
3444,D08.811.913.050.276,5-aminolevulinate_synthetase
3445,D08.811.520.232.400,ammonia-lyases
3446,D06.472.334.851.968.875,androstenedione
3447,G07.690.725.225,biotransformation
3448,C18.452.811,porphyrias
3449,D23.767.727,porphyrins
3450,D04.210.500,steroids
3451,B03.660.050.512.500.750,methylosinus_trichosporium
3452,D12.776.556.080,azurin
3453,B03.660.250.580.590.050,pseudomonas_aeruginosa
3454,D12.776.543.750.705.408.100.450,integrin_alpha4
3455,D12.776.930.720,proto-oncogene_proteins_c-ets
3456,D02.092.311.342,dopamine
3457,B01.050.500.131.617,insecta
3458,D08.811.682.690.708.125.500,monophenol_monooxygenase
3459,D12.776.660.105,brca2_protein
3460,D12.776.157.125,calcium-binding_proteins
3461,unknown,renal_cell
3462,C13.351.968.419.473,kidney_neoplasms
3463,G05.308.700.700.100,alternative_splicing
3464,D12.776.476.087,calcineurin
3465,D08.811.277.656.959.350.247,endopeptidase_k
3466,G04.146.638,necrosis
3467,L01.224.230.110.500,internet
3468,G03.493,metabolic_networks_and_pathways
3469,L01.224.900,software
3470,N06.850.520.830,statistics_as_topic
3471,D13.570.800.286,cytidine
3472,D03.383.663.620,nigericin
3473,G05.360.160.165,centromere
3474,unknown,satellite
3475,A11.284.430.106.279.345.700,nuclear_matrix
3476,D23.767.620,melanins
3477,B01.300.179.120.174.600,poria
3478,C26.915.300.200,brain_injuries
3479,G02.111.688.750.500,protein_denaturation
3480,G05.308.320.300,enzyme_repression
3481,D08.811.520.241.300,hydro-lyases
3482,B01.300.107.800.629,neurospora
3483,D09.400,glycoconjugates
3484,B01.268.475.868.488.405,leishmania_major
3485,D10.570.938,sterols
3486,F03.615.400.390,huntington_disease
3487,G05.558.220.865,trinucleotide_repeat_expansion
3488,D02.047.122,acrolein
3489,J01.897.120.115,bioreactors
3490,E07.305.343.500,lab-on-a-chip_devices
3491,D03.383.129.578.399,maleimides
3492,E05.588.465,microfluidic_analytical_techniques
3493,D03.383.903,thiophenes
3494,D08.811.682.660,oxidoreductases_acting_on_ch-ch_group_donors
3495,D08.811.277.352.640.700.710,phospholipase_d
3496,D12.776.331.192,dihydrolipoamide_dehydrogenase
3497,B01.050.150.900.649.313.984.235.472,horses
3498,D08.811.913.696.620.225.850.500,phosphofructokinase-1
3499,D12.776.395.560.631,mucins
3500,A10.272.850,urothelium
3501,D12.776.331.099,acyl-coa_dehydrogenase
3502,unknown,estrogen
3503,D20.215.784.500.618,pectins
3504,E02.880.820.790.259,continuous_positive_airway_pressure
3505,D12.644.456.448.500,glutathione_disulfide
3506,E01.370.350,diagnostic_imaging
3507,E01.370.350.850,ultrasonography
3508,C14.907,vascular_diseases
